"noc_title","V1.2.C.3.a","V1.2.C.3.b","V1.2.C.4.a","V1.2.C.4.b","V1.2.C.4.c","V1.2.C.4.d","V1.2.C.9.a","V1.2.B.3.b","V1.2.B.3.e","V1.4.A.3.b.1","innovation","rank.2.C.4.a","rank.2.C.4.b","rank.2.C.4.c","rank.2.C.4.d","rank.2.B.3.e","rank.2.B.3.b","rank.2.C.3.a","rank.4.A.3.b.1","rank.2.C.3.b","rank.2.C.9.a","rank.V1.1.C.7.a","harm.rank","harm.rank.digital","harm.rank.no.tel","tech","digital","tech.no.tel"
"7236 Ironworkers",1.169525,9.126,12.628025,3.89325,3.8037,0.27,0.77575,1.996875,0,1.6218,3.525,143,148,196,382,445.5,151,471,462,115,438,233,250.045276004786,454.751267374073,230.22642808866,0,NA,NA
"7237 Welders and related machine operators",3.2091,5.62433333333333,7.52977777777778,2.9736,3.11176666666667,0.415755555555556,1.0082,1.31666666666667,0.240422222222222,3.49144444444444,3.38666666666667,328,189,228,343,383,250,427,422,195,408,300,318.542793371944,410.270328573706,305.049434108883,0,NA,NA
"7241 Electricians (except industrial and power system)",7.904,8.294,16.692,11.1784,2.61,0.4012,8.9999,3.5,0,4.9053,3.59,51.5,29.5,269.5,349.5,445.5,49,302.5,387.5,129.5,26.5,209,83.1773656528259,89.9438836515322,139.776577331118,0,NA,NA
"7242 Industrial electricians",11.9133,9.0724,11.08665,8.73055,4.0215,0.44215,8.204625,2.690625,0.515625,6.322,3.5,196,56,186,336,319.5,87,160,359,117,28,241,90.3205648965222,85.8519407264409,156.507771518781,0,NA,NA
"7243 Power system electricians",7.904,8.294,16.692,11.1784,2.61,0.4012,8.9999,3.5,0,4.9053,3.59,51.5,29.5,269.5,349.5,445.5,49,302.5,387.5,129.5,26.5,209,83.1773656528259,89.9438836515322,139.776577331118,0,NA,NA
"7244 Electrical power line and cable workers",5.3058,6.3756,9.372,9.6876,3.7925,1.3289,7.2261,2.5,0.69,7.8144,3.26,250,43,199,203,273.5,99,362,324,174,40,352.5,121.018343023358,118.116135637081,198.499211163642,0,NA,NA
"7245 Telecommunications line and cable workers",12.9096,7.9222,8.083,3.111,1.9539,0.2784,24.8746,1.6544,1.0044,11.2132,3.58,314,180,326,378,189.5,198,128,229,135,2,217.5,16.5261708919206,11.406330998189,168.196273244902,1,"Digital",NA
"7246 Telecommunications installation and repair workers",19.11,10.9682,11.5519,3.762,1.3464,1.2546,19.4472,2.5944,3.24,16.9608,3.3,176.5,153,365,207,47.5,91.5,30,78,87,3,330.5,17.7667599524449,12.6768881847745,57.0065000445912,1,"Digital",NA
"7247 Cable television service and maintenance technicians",18.4274,17.3376,11.776,6.6937,3.2375,0.2354,14.8732,2.82,3.18,13.5044,3.47,167,84,221,397,49,76.5,35,171,31,6,253,24.9374382091927,20.3615318125446,51.1535341540554,1,"High-Tech",NA
"7251 Plumbers",7.4166,12.5644,13.5005,8.418,8.1757,2.3711,1.827,2.35,0,1.6055,3.58,116,58,67,129,445.5,110,314,463,56,303,217.5,160.377380429675,368.361743920887,146.531800773463,0,NA,NA
"7252 Steamfitters, pipefitters and sprinkler system installers",1.4356,11.324,11.865,9.3982,4.8616,0.9936,1.302,3.24,0.28,1.3311,3.84,162.5,50.5,150.5,229.5,374,55.5,469.5,468.5,79.5,377.5,104,151.188820943545,418.235111176863,134.976570773165,0,NA,NA
"7253 Gas fitters",1.4356,11.324,11.865,9.3982,4.8616,0.9936,1.302,3.24,0.28,1.3311,3.84,162.5,50.5,150.5,229.5,374,55.5,469.5,468.5,79.5,377.5,104,151.188820943545,418.235111176863,134.976570773165,0,NA,NA
"7271 Carpenters",3.526,11.3155,13.9772,1.3983,2.5454,0.8556,0.9225,2.82,1.215,2.0492,2.93,101.5,314.5,272.5,247,147,76.5,406.5,455.5,82.5,419.5,429.5,155.204311013234,290.287426665647,137.81470480038,0,NA,NA
"7272 Cabinetmakers",3.526,11.3155,13.9772,1.3983,2.5454,0.8556,0.9225,2.82,1.215,2.0492,2.93,101.5,314.5,272.5,247,147,76.5,406.5,455.5,82.5,419.5,429.5,155.204311013234,290.287426665647,137.81470480038,0,NA,NA
"7281 Bricklayers",2.57613333333333,5.61966666666667,14.6912333333333,4.27386666666667,5.81286666666667,0.2704,0.926933333333333,1.28506666666667,0.194444444444444,2.3296,3.28666666666667,86,136,117,381,386,271.5,449,443,196,418,341,329.834240068657,423.50052490562,316.369181140151,0,NA,NA
"7282 Concrete finishers",3.0456,9.4392,12.8148,6.0016,7.743,0.2668,1.1628,0.93,0,1.1147,3.34,138,99,80,383.5,445.5,339.5,433,472,101,394,319,273.593086299953,435.274677385795,257.748790042256,0,NA,NA
"7283 Tilesetters",0.9936,3.0336,8.8145,1.3923,2.1528,0.275,0.8848,1.96,0,0.834,3.17,284,316,317,379,445.5,154.5,474,475,293,428,374.5,322.425045715484,455.749696346686,307.163535348297,0,NA,NA
"7284 Plasterers, drywall installers and finishers and lathers",0.812,2.3562,8.526,1.6377,2.1672,0.7446,0.8601,1.54,0,4.7499,3.27,290,287,316,265,445.5,218,477,392,329,432,345,357.5215953729,435.459940562529,345.477221464742,0,NA,NA
"7291 Roofers and shinglers",2.0178,7.1703,9.951,5.0808,4.9416,0.7038,1.1928,1.3125,0,3.7584,3.77,235,126,147,269,445.5,260.5,454,409,153,391,133,303.873060813229,424.291149742857,290.797990983124,0,NA,NA
"7292 Glaziers",1.1242,2.9141,11.0374,1.6157,0.4329,0.2442,1.2533,1.54,0,2.8684,3.44,199,291,429,392,445.5,218,472,432,299,385,280,349.782999379998,432.247899519111,343.340123999805,0,NA,NA
"7293 Insulators",1.749,2.7267,5.5973,4.452,2.28,0.1962,0.417,1.75,0,1.3114,3.63,400,134,310,414,445.5,184.5,460,470,309,473,190.5,347.658244059884,462.872641393392,330.062995766229,0,NA,NA
"7294 Painters and decorators (except interior decorators)",3.198,2.8365,3.2064,0.524,2.8855,0.3335,0.745,0.69,0,0.8142,3.85,467,409,248,363,445.5,385.5,428,476,302,442,100,405.075090077315,448.208580273522,398.256204887026,0,NA,NA
"7295 Floor covering installers",1.02225,4.446475,13.466875,3.23275,4.46215,0.3393,0.404625,0.99015,0,1.4615,3.425,119,173,167,361,445.5,332,473,465,236,474,287,379.196173262617,465.087497543105,364.493085915249,0,NA,NA
"7301 Contractors and supervisors, mechanic trades",11.3204,11.5455,11.22035,7.137,6.5636,0.623225,3.74355,2.15985,0.776875,10.188425,3.785,190,73,98,284,234,123.5,177,246,65,124,126,133.021403054472,182.466105081796,134.750828182108,0,NA,NA
"7302 Contractors and supervisors, heavy equipment operator crews",8.7843,9.1485,13.125,5.535,5.2432,1.4014,3.795,1.88,0.3125,7.7283,3.81,128,115,134,192,348,164.5,266,329,111,118,119,181.734585335964,221.676500985083,203.15443253654,0,NA,NA
"7303 Supervisors, printing and related occupations",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"7304 Supervisors, railway transport operations",9.483,7.1466,7.532525,3.3462,4.3044,0.78975,3.6225,1.2225,0.49125,8.67,3.12,327,165,172,258,322,278,238,297,154,133,384,213.262744618541,221.013195129642,241.877480373496,0,NA,NA
"7305 Supervisors, motor transport and other ground transit operators",4.09448888888889,2.91615555555556,3.73388888888889,1.20201111111111,1.40453333333333,0.180211111111111,3.17528888888889,0.885133333333333,0.0866666666666667,4.36683333333333,3.46,458,331,358,419,403,350,388,401,298,164,274,303.220285605748,294.245084132739,364.245958903115,0,NA,NA
"7311 Construction millwrights and industrial mechanics",8.57925,14.1897,16.0303,10.36925,7.7578,1.2495,2.57325,3.62,1.90125,5.759,3.725,59,35,79,208,82,47,275,373,46,221,154,92.3650843463525,175.057137216517,82.7059986208849,0,NA,NA
"7312 Heavy-duty equipment mechanics",10.557,7.8948,11.3796,7.4949,5.3815,0.468,1.0626,3.0456,1.0044,11.6272,3.81,184,70,130,332,189.5,62.5,212,221,136,401,119,150.061721228586,236.179844770127,133.347608332305,0,NA,NA
"7313 Refrigeration and air conditioning mechanics",12.2379,12.95235,12.673125,14.81775,10.544675,1.6115,3.2058,3.38,0.6072,8.1176,3.88,142,13,46,164,288.5,52.5,156,314,54,161,93,107.057769476834,208.647381701497,100.257323802751,0,NA,NA
"7314 Railway carmen/women",0.735,4.12,6.507,3.2279,3.2256,0.0208,1.991,1.8144,0,0.3094,3.17,372,175,222,467,445.5,176.5,480,482,244,289,374.5,306.862230517489,406.61510017205,310.472756859255,0,NA,NA
"7315 Aircraft mechanics and aircraft inspectors",7.7472,13.4583,11.84,9.9522,10.3012,0.5082,3.3325,2.5,0.75,15.88,3.48,164,40,49,318,250.5,99,307,99,51,153,249,113.320499672532,168.659641177495,107.6341324933,0,NA,NA
"7316 Machine fitters",7.4746,9.94,17.7356,4.1976,2.6553,0.7936,1.49,5.0625,1.8144,7.3556,3.34,35.5,140.5,265.5,255.5,89.5,26.5,311.5,338.5,96.5,356.5,319,90.0732097832037,200.075682085496,78.351142850442,0,NA,NA
"7318 Elevator constructors and mechanics",13.572,13.1472,11.47,13.8444,4.4154,0.1498,3.8556,3,1.215,11.52,3.93,180,18,170,425,147,66,106,225,53,111,77,95.3898210886954,135.79621801339,92.6419646467711,0,NA,NA
"7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",15.1441222222222,15.1923777777778,12.0536222222222,9.804,7.62152222222222,0.636711111111111,4.10952222222222,2.45055555555556,1.85457777777778,14.5878,3.60666666666667,155,41,82,281,87,104,71,148,40,99,202,79.0743159147741,95.3199463659715,75.8978855627295,0,NA,NA
"7322 Motor vehicle body repairers",1.62,2.4628,5.9664,0.6345,8.6858,0.162,0,0.75,0.5244,8.54,3.66,386,391,64,420,305.5,368,464,302,322,483,176,361.758978300243,371.070383981094,344.364173189705,0,NA,NA
"7331 Oil and solid fuel heating mechanics",10.66,11.3157,11.6523,14.076,10.092,1.725,3.0351,3.9856,0.5244,10.1618,3.85,172,15,50,159,305.5,39,208,248,81,179,100,109.460939808452,227.028264934355,101.505286977491,0,NA,NA
"7332 Appliance servicers and repairers",8.4366,5.819,5.1972,5.6133,5.5071,0.6048,1.0488,2.5,0.5244,8.1355,3.47,414,110,128,289,305.5,99,280,313,188,403,253,216.042387395031,320.47885945081,197.651268324434,0,NA,NA
"7333 Electrical mechanics",14.3784,13.55064,13.478872,9.013536,5.920832,0.504192,4.9184,2.9289,2.025448,12.941508,3.71,118,54,114,319,77,68,88,190,49,74,157.5,77.8026892634919,93.8407543372054,78.3885526095706,0,NA,NA
"7334 Motorcycle, all-terrain vehicle and other related mechanics",13.8095,7.3745,12.11,10.2312,7.0755,0.11,1.7368,1.3125,0.69,8.3524,3.65,151,37,90,429,273.5,260.5,102,306,148,326,179.5,198.65800390714,203.384748515988,184.199002296699,0,NA,NA
"7335 Other small engine and small equipment repairers",8.9951,10.15,8.12,6.63,6.0984,0.5368,2.9172,1.215,0.69,8.5158,3.59,312,86,108,301,273.5,284.5,256,304,93,189.5,209,198.655795346363,249.033901155333,200.371479101534,0,NA,NA
"7361 Railway and yard locomotive engineers",5.1641,3.5109,4.470725,2.1358,2.391575,0.36285,6.006,0.572025,0,2.17195,3.27,441,237,298,355,445.5,394,365,451,269,55,347,191.835705115814,159.735386625578,372.588770857435,0,NA,NA
"7362 Railway conductors and brakemen/women",8.1189,3.7948,6.1908,5.445,6.5736,1.837,6.069,0.5244,0.75,8.544,2.78,382.5,119.5,96.5,149.5,250.5,407.5,294.5,300.5,250.5,53.5,452.5,169.253734007449,137.809328248536,292.378664095971,0,NA,NA
"7371 Crane operators",3.10901111111111,7.21327777777778,9.1372,4.59297777777778,2.42665555555556,0.629,3.20666666666667,0.7884,0,3.11624444444444,3.32666666666667,263,132,294,283,445.5,358,432,430,152,160,324,267.833955475238,305.799263968593,308.818132661162,0,NA,NA
"7372 Drillers and blasters - surface mining, quarrying and construction",1.8056,8.694,9.2976,6.0342,4.554,2.576,3.015,2.1056,0,2.6492,3.63,253.5,95.5,162,119.5,445.5,136.5,458.5,435.5,121.5,181.5,190.5,217.215677608688,328.236826918357,225.806386331843,0,NA,NA
"7373 Water well drillers",1.8056,8.694,9.2976,6.0342,4.554,2.576,3.015,2.1056,0,2.6492,3.63,253.5,95.5,162,119.5,445.5,136.5,458.5,435.5,121.5,181.5,190.5,217.215677608688,328.236826918357,225.806386331843,0,NA,NA
"7381 Printing press operators",2.618,3.237,6.5116,2.1,4.7792,0.2289,0.1904,2.5944,1.62,6.751,3.49,371,241,152,399,99,91.5,446,345,280,481,247.5,190.044648283823,232.531118980706,169.509685670085,0,NA,NA
"7384 Other trades and related occupations, n.e.c.",11.34,7.722,11.1,6.0865,3.82,0.1962,4.3512,2.2356,0.93,10.5987,3.61,195,93,195,414,211,118,176,239,141,87,200,145.128695322907,154.458035334235,166.783525330881,0,NA,NA
"7441 Residential and commercial installers and servicers",8.256976,12.1575,9.789504,6.003468,3.31452,1.085432,4.148352,2.7927,0.831152,6.18324,3.632,238,98,215,216,233,81,290,366,58,95,187,120.010399642964,191.833709050569,126.32961756917,0,NA,NA
"7442 Waterworks and gas maintenance workers",6.321,7.6127,7.511,5.2598,7.23,1.7172,4.1145,3.24,0.1344,3.5708,3.53,329,124,86,160,394.5,55.5,344,417,143,97,231,140.623962843634,221.93343921038,154.021977196996,0,NA,NA
"7444 Pest controllers and fumigators",3.3293,2.2098,6.0945,2.7885,9.1168,8.8788,0.9075,1.0044,0,3.55,3.27,385,202,58,45,445.5,323.5,414,420,333,423,345,388.129856569016,426.299812841532,381.672012311838,0,NA,NA
"7451 Longshore workers",4.2224,1.26,6.5532,1.0296,0.7168,0.372,0.5986,0.3125,0,2.94,2.43,369,353,407,353,445.5,438.5,382,431,392,447,481,422.017867756082,425.642156812942,417.178939905192,0,NA,NA
"7452 Material handlers",3.39622222222222,3.38183333333333,6.399,2.24033333333333,2.22041111111111,0.534188888888889,0.822466666666667,1.28506666666667,0.0902777777777778,5.2728,2.79,375,229,314,302,401.5,271.5,412,381,275,433,451,350.454163149018,407.011668638034,337.461755424528,0,NA,NA
"7511 Transport truck drivers",3.9725,2.5752,5.8928,2.6274,3.6639,0.6834,4.2,1.0044,0.1344,4.8564,3,391,207,205,275,394.5,323.5,396,390,315,94,420.5,246.129427074045,220.614223481521,360.982094803964,0,NA,NA
"7512 Bus drivers, subway operators and other transit operators",3.14787777777778,1.23895555555556,2.24656666666667,1.034,0.870644444444445,0.2584,4.96653333333333,0.281666666666667,0,2.4983,3.16333333333333,476,351,397,388,445.5,450,430,440,396,69,377,232.114586176914,189.455698596348,432.391762132296,0,NA,NA
"7513 Taxi and limousine drivers and chauffeurs",1.8193,0.6468,4.9938,0.768,0.4366,0.0102,2.0009,0.69,0,1.9481,2.56,423,380,428,474,445.5,385.5,457,458,444,288,477.5,402.781400147915,397.539049588147,437.207775851694,0,NA,NA
"7514 Delivery and courier service drivers",3.2868,0.611,4.2174,1.482,0.8418,0.4914,2.2066,0.5244,0,4.5269,2.74,448,299,399,329.5,445.5,407.5,417,398,447,267.5,456,386.031579120032,368.234385732219,423.070004201704,0,NA,NA
"7521 Heavy equipment operators (except crane)",3.700584,6.631128,7.602096,4.815816,2.90836,0.77568,1.632432,1.281952,0.081776,2.2848,3.162,324,131,247,259,404,273,401,446,170,336,378,305.207111671499,393.654544333689,299.555052133972,0,NA,NA
"7522 Public works maintenance equipment operators and related workers",2.878725,7.541475,5.6925,3.8272,5.646175,2.595,3.52495,0.5069,0.0636,4.9078,3.265,395,150,120,118,405.5,421,438,386,145,139,348.5,253.338273108605,276.534039065524,302.281166551798,0,NA,NA
"7531 Railway yard and track maintenance workers",3.1616,11.0032,9.6432,7.3272,5.0848,1.914,4.2064,1.3125,0,3.4112,3.49,241,71,142,146,445.5,260.5,429,425,86,93,247.5,182.54124751824,227.908036912857,224.911306334949,0,NA,NA
"7532 Water transport deck and engine room crew",2.6425,5.1429,7.0358,5.7344,7.2145,2.0748,2.881,2.5944,0,5.3124,2.63,347,105,87,141,445.5,91.5,445,380,208,194,476,215.593357497424,326.939722784608,220.24524369278,0,NA,NA
"7533 Boat and cable ferry operators and related occupations",8.12026666666667,6.85751111111111,8.26562222222222,7.07448888888889,5.63662222222222,1.91305555555556,8.06404444444444,1.31957777777778,0.898333333333333,8.74027777777778,3.36333333333333,302.5,74.5,121.5,147.5,221.5,248.5,292.5,282.5,163.5,30.5,311.5,112.650778048358,92.6464097452408,232.386094960522,0,NA,NA
"7534 Air transport ramp attendants",10.1664,3.8988,10.478,1.1165,2.8512,0.2033,4.11,0.3125,0.3125,11.5276,3.05,224,339,250,409,348,438.5,222.5,224,247,98,402.5,212.821593622281,182.773113271352,276.371082622762,0,NA,NA
"7535 Other automotive mechanical installers and servicers",8.3447,9.24071111111111,9.03964444444444,5.0616,4.45791111111111,0.606711111111111,2.9747,1.39166666666667,0.572222222222222,7.9776,3.59,266,127,168,288,292,238,286,317,104,184,209,205.794774215845,258.944101894429,210.527611123426,0,NA,NA
"7611 Construction trades helpers and labourers",2.755,8.8501,11.0603111111111,5.91277777777778,7.45833333333333,3.54088888888889,4.12816666666667,1.05333333333333,0.0416,3.44,3.10666666666667,197,102,83,100,407,311,441,423,119,96,391,207.471359811062,230.133803708424,268.667329306522,0,NA,NA
"7612 Other trades helpers and labourers",4.62,5.4033,8.319,6.3404,5.1272,0.8908,1.81,1.4256,0.8556,7.2624,2.73,297,89,139,242,227.5,234,376,340,200,306,457,267.269968089507,302.600064913388,260.526815837543,0,NA,NA
"7621 Public works and maintenance labourers",2.8608,4.9842,4.085,3.2656,5.4044,1.639,2.8595,0.1344,0,2.187,3.56,452,172,129,163,445.5,460.5,439,449,215,199,226,323.780582629597,340.872549208614,369.519981195219,0,NA,NA
"7622 Railway and motor transport labourers",4.1,2.59,4.29,5.64,1.705,0.4025,3.675,0,0,4.6631,2.85,446,108,342,348,445.5,474,386,393,313,128,441.5,294.065658417318,264.661764941701,395.204787916793,0,NA,NA
"8211 Supervisors, logging and forestry",6.4446,9.3573,9.3458,5.2395,7.1487,10.521925,3.055575,2.34375,0.3125,6.64405,3.495,251,125,89,38,348,113.5,343,355,102,177,245,183.814322547453,281.70457226847,185.023068388272,0,NA,NA
"8221 Supervisors, mining and quarrying",8.7843,9.1485,13.125,5.535,5.2432,1.4014,3.795,1.88,0.3125,7.7283,3.81,128,115,134,192,348,164.5,266,329,111,118,119,181.734585335964,221.676500985083,203.15443253654,0,NA,NA
"8222 Contractors and supervisors, oil and gas drilling and services",8.7843,9.1485,13.125,5.535,5.2432,1.4014,3.795,1.88,0.3125,7.7283,3.81,128,115,134,192,348,164.5,266,329,111,118,119,181.734585335964,221.676500985083,203.15443253654,0,NA,NA
"8231 Underground production and development miners",3.3316703125,8.4765625,8.698021875,5.2635625,5.11471875,1.191096875,2.249340625,1.0058375,0.1203125,2.36346875,3.3025,286,123,140,210,399,316,413,442,126,264,329,273.037914583899,365.417602170031,274.70436759716,0,NA,NA
"8232 Oil and gas well drillers, servicers, testers and related workers",8.4064,15.9064,16.1315,10.44,9.891,2.025,1.5575,0.69,1.54,3.33,3.34,57,34,52,143,107.5,385.5,284,426,38,344,319,129.886490356851,222.644840586348,115.485096491482,0,NA,NA
"8241 Logging machinery operators",1.4602,3.54,2.1504,3.3024,0.2889,1.5912,0.496,0.3125,0,5.8804,3.2,477,166,443,166,445.5,438.5,468,372,268,463,367,394.717097028972,434.406026803172,383.271342195813,0,NA,NA
"8252 Agricultural service contractors, farm supervisors and specialized livestock workers",8.09804444444445,8.77077777777778,10.5472,5.72355555555555,11.7017333333333,13.5545333333333,2.11373333333333,1.1875,1.08222222222222,9.59944444444444,3.68,222,106,31,22,170,293,296,261,120,277,173,212.053876522974,240.545468910669,202.449035451266,0,NA,NA
"8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",8.29153333333333,6.31496666666667,10.8737777777778,3.7271,8.3527,8.89893333333333,2.79706666666667,0.923611111111111,1.17542222222222,7.87043333333333,3.74333333333333,204,156,66,44,156,347,288,322,175,204,146,227.625894219718,224.67292482016,232.763935370806,0,NA,NA
"8261 Fishing masters and officers",8.9072,5.7311,5.0838,3.2942,5.635,5.8539,6.5754,0,0,3.6869,3.21,417,168,124,63,445.5,474,261,412,192,45,363,159.985137169772,132.376369155188,317.171271433507,0,NA,NA
"8262 Fishermen/women",8.9072,5.7311,5.0838,3.2942,5.635,5.8539,6.5754,0,0,3.6869,3.21,417,168,124,63,445.5,474,261,412,192,45,363,159.985137169772,132.376369155188,317.171271433507,0,NA,NA
"8411 Underground mine service and support workers",3.9879,7.8111,4.5771,3.772,2.3892,0.952,3.4804,2.82,0,2.2185,3.09,438,151.5,301.5,236,445.5,76.5,392.5,447.5,139.5,143.5,394,176.721788508446,287.129272164,184.971059598503,0,NA,NA
"8412 Oil and gas well drilling and related workers and services operators",3.3066,4.906,10.7575,7.0131,6.6757,1.4592,0.6528,0.1344,0,5.4934,3.52,211,79,94,183,445.5,460.5,415,377,218,445,235,368.90839537211,419.676845924311,356.581299168869,0,NA,NA
"8421 Chain saw and skidder operators",0.3872,2.5668,3.0105,1.3578,1.141,2.3973,0.2124,0,0,0.2553,3.18,471,319,377,127,445.5,474,482,483,316,480,372,437.47753039023,473.084294063401,429.70137037631,0,NA,NA
"8422 Silviculture and forestry workers",12.4362,6.042,12.408,2.5575,4.9115,12.4806,3.7625,1.3125,1.0044,11.7012,3.38,146,209,149,30,189.5,260.5,149,220,186,123,302,178.162615009091,163.229239086066,195.216548491951,0,NA,NA
"8431 General farm workers",0.85785,1.873125,3.4235,1.377075,3.08465,4.79205,0.50955,0.2975,0,1.425375,2.835,462,318,231,81,445.5,449,476,466,349,460,445,437.127645981297,462.609434256586,432.646822505411,0,NA,NA
"8432 Nursery and greenhouse workers",0.7611,0.9452,2.0296,0.5418,2.5375,5.106,0.427,0,0,3.2088,2.56,478,401.5,274,75,445.5,474,478,428,422.5,472,477.5,453.205414993301,455.970800332404,449.443659926856,0,NA,NA
"8441 Fishing vessel deckhands",8.9072,5.7311,5.0838,3.2942,5.635,5.8539,6.5754,0,0,3.6869,3.21,417,168,124,63,445.5,474,261,412,192,45,363,159.985137169772,132.376369155188,317.171271433507,0,NA,NA
"8442 Trappers and hunters",3.971,2.1648,3.48,0.8235,2.4186,9.821,0.805,1.54,0,2.5976,3.96,461,373,295,41,445.5,218,397,437,335,434,62,355.522677012181,428.533469584098,342.989399191074,0,NA,NA
"8611 Harvesting labourers",0.2825,0.5705,3.2204,1.3038,3.224,2.7448,0.1808,0,0,0.923,2.75,466,325,223,109,445.5,474,483,474,452,482,455,468.963137550257,471.619478865508,466.253104138433,0,NA,NA
"8612 Landscaping and grounds maintenance labourers",3.9788,4.6284,6.9552,1.057,8.8803,6.9412,0.957,1.0044,0,0.375,3.05,352.5,342.5,62.5,53.5,445.5,323.5,394.5,479.5,226.5,414.5,402.5,358.567319618805,432.15253843925,349.003092650844,0,NA,NA
"8613 Aquaculture and marine harvest labourers",1.566,3.23,3.6288,1.4342,2.9232,7.37,0.9135,0.69,0,2.0068,2.92,459,310,246,49,445.5,385.5,466,457,281,421,432,398.208987308973,447.725594476871,393.769098390891,0,NA,NA
"8614 Mine labourers",3.9879,7.8111,4.5771,3.772,2.3892,0.952,3.4804,2.82,0,2.2185,3.09,438,151.5,301.5,236,445.5,76.5,392.5,447.5,139.5,143.5,394,176.721788508446,287.129272164,184.971059598503,0,NA,NA
"8615 Oil and gas drilling, servicing and related labourers",2.72875,6.16005,6.5369,4.906125,4.2693,1.9805,2.674175,2.15985,0,1.84,2.86,370,130,173,144,445.5,123.5,442,460,180,209,440,240.143408342757,350.015045767649,247.241210992377,0,NA,NA
"9211 Supervisors, mineral and metal processing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9212 Supervisors, petroleum, gas and chemical processing and utilities",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9213 Supervisors, food, beverage and associated products processing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9214 Supervisors, plastic and rubber products manufacturing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9215 Supervisors, forest products processing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9221 Supervisors, motor vehicle assembling",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9222 Supervisors, electronics manufacturing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9223 Supervisors, electrical products manufacturing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9224 Supervisors, furniture and fixtures manufacturing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9226 Supervisors, other mechanical and metal products manufacturing",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9227 Supervisors, other products manufacturing and assembly",10.9263,11.4,8.9628,1.7402,2.4912,0.0721,1.746,2.1056,0.28,8.708,3.46,274,276,284,443.5,374,136.5,194,290,72,319,264.5,169.838613556711,278.623362694169,155.266699285931,0,NA,NA
"9231 Central control and process operators, mineral and metal processing",2.6128,7.0716,11.1435,2.336,12.24,0.0416,0.5031,0.28,0,3.57,2.66,192.5,219.5,24.5,459,445.5,452,447.5,418.5,156.5,461.5,465,341.453081590811,443.692708237117,324.468883342886,0,NA,NA
"9232 Petroleum, gas and chemical process operators",8.42422222222222,8.30822222222222,11.1036,7.7952,8.0475,1.38528888888889,3.73988888888889,1.58861111111111,1.065,9.31146666666667,3.41666666666667,194,65,72,197,171,210,282,268,128,125,290,179.143103400738,190.462563800929,195.646712049051,0,NA,NA
"9235 Pulping, papermaking and coating control operators",3.93642222222222,5.39503333333333,6.3382,3.0888,4.686,1.36906666666667,0.9129,0.6132,0.590277777777778,8.232,3.25333333333333,378,182,155,199,290,393,398,312,201,422,355,315.952234494614,347.776304932686,300.731148236196,0,NA,NA
